Species,id,Super_class,Order,Family,Genus,IUCN_Red_List_Category,Common_length,Maximum_length,Vertical_Distribution,Littoral,Continental_shelf,Continental_slope,Open_ocean,Habitat_soft,Habitat_rocky,Habitat_posidonia,Minimum_depth_m,Maximum_depth_m,Migration,Reproduction,Sex.reversal,Semelparity,Diet_type_Larvae,Behavior,Diet_type_Adult,Trophic_level,Vulnerability,Origin,LRFI,RedList,CryptoBenthic,NI,GF,commercial_level,SHarK,DP,B,Fishbase_link,all_commercial_level,highly_commercial_only,SSTmin,SSTmax,SSTmean,SSTmedian,SSS10th,SSS20th,SSS30th,SSS40th,SSS60th,SSS70th,SSS80th,SSS90th,mode,max_depth,m.cluster_core,TopPred,crypto_Brandl
Bellottia apoda,599,osteichthyen,Ophidiiformes,Bythitidae,Bellottia,LC,NA,7,Demersal,0,0,1,0,1,0,0,30,500,no,Viviparous,no,no,Planktotrophic,Solitary,Omnivorous,3.4,12.47,U,0,0,0,0,0,,0,1,0,http://fishbase.org/summary/Bellottia-apoda.html,0,0,15.04500008,18.82799911,17.01123739,17.03000069,15.85839996,16.21760025,16.52040024,16.8156002,17.25240059,17.47480049,17.74079971,18.17639923,16.33099937,2.698970004,0,0,1
Belone belone,231,osteichthyen,Beloniformes,Belonidae,Belone,LC,75,95,Pelagic,1,0,0,0,0,0,0,1,5,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4.2,48.83,U,1,0,0,0,3,commercial,0,1,0,http://fishbase.org/summary/Belone-belone.html,0,0,1.858999968,24.03199959,15.02628512,15.11800003,9.395999908,10.27600002,11.21100044,12.97200012,17.15299988,19.10099983,19.96199989,21.0909996,10.31599998,0.698970004,7,1,0
Belone svetovidovi,232,osteichthyen,Beloniformes,Belonidae,Belone,NA,NA,57,Pelagic,1,0,0,0,0,0,0,1,5,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4.3,30.12,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Belone-svetovidovi.html,0,0,8.111000061,23.02199936,14.06219089,12.90699959,10.32999992,11.13700008,11.91379967,12.53299999,13.25899982,13.56000042,19.93580055,20.94679947,12.89299965,0.698970004,7,NA,0
Benthocometes robustus,602,osteichthyen,Ophidiiformes,Ophidiidae,Benthocometes,LC,NA,15,Benthic,0,0,1,0,1,0,0,100,500,NA,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.1,16.13,U,0,0,0,0,1,,0,0,1,http://fishbase.org/summary/Benthocometes-robustus.html,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.698970004,2,0,0
Benthosema glaciale,539,osteichthyen,Myctophiformes,Myctophidae,Benthosema,LC,6,10,Pelagic,0,0,0,1,0,0,0,1,1400,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3,27.28,U,0,0,0,0,3,,0,1,0,http://fishbase.org/summary/Benthosema-glaciale.html,0,0,-1.13499999,29.3010006,13.36656529,12.84799957,0.795000017,4.410999775,7.289999962,9.796999931,17.74600029,20.60700035,22.83399963,24.81399918,-0.34799999,3.146128036,5,0,0
Beryx splendens,3,osteichthyen,Beryciformes,Berycidae,Beryx,LC,30,35,Demersal,0,1,1,0,1,1,0,180,1300,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4.3,56.75,A,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Beryx-splendens.html,0,0,18.95199966,25.49600029,23.11174109,23.89100075,20.51499939,21.34600067,22.40500069,23.33200073,24.07699966,24.25799942,24.46500015,24.67300034,24.26799965,3.113943352,1,0,0
Blennius ocellaris,233,osteichthyen,Perciformes,Blenniidae,Blennius,LC,16.5,20,Benthic,0,1,0,0,0,1,0,15,30,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.5,29.65,U,0,0,0,0,1,non commercial,0,0,1,http://fishbase.org/summary/Blennius-ocellaris.html,0,0,8.111000061,23.02199936,15.34579257,15.25199986,10.56999969,11.01000023,11.87140007,12.8920002,18.24799919,18.90699959,19.41900063,20.04700089,10.78800011,1.477121255,2,0,1
Boops boops,234,osteichthyen,Perciformes,Sparidae,Boops,LC,22.5,36,Demersal,0,1,1,0,1,1,1,5,30,Oceanodromous,Oviparous,Protogynous,no,Planktotrophic,Gregarious,Omnivorous,2.8,50.54,U,1,0,0,0,21,highly commercial,0,1,0,http://fishbase.org/summary/Boops-boops.html,1,1,6.640999794,30.43700027,18.31566721,19.09199905,10.94840012,12.72900009,15.1239996,18.08200073,19.7310009,20.69099998,21.86199951,26.41300011,19.26799965,1.477121255,24,0,0
Bothus podas,235,osteichthyen,Pleuronectiformes,Bothidae,Bothus,LC,25.5,45,Benthic,1,0,0,0,1,0,0,10,50,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.4,55.24,U,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Bothus-podas.html,0,0,15.27799988,30.43700027,22.20119876,21.09300041,18.82099915,19.31200027,19.75799942,20.32500076,21.80999947,23.99399948,26.32900047,27.69799995,19.57999992,1.698970004,2,0,0
Brama brama,589,osteichthyen,Perciformes,Bramidae,Brama,LC,55,75,Pelagic,0,0,0,1,0,0,0,5,800,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4.1,70.65,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Brama-brama.html,0,0,-0.442000002,32.77999878,19.37974791,20.83399963,7.177999973,10.37300014,13.60000038,18.27899933,24.68899918,26.80900002,27.98800087,28.88999939,29.10199928,2.903089987,3,1,0
Buenia affinis,58,osteichthyen,Perciformes,Gobiidae,Buenia,LC,NA,3.2,Benthic,1,0,0,0,1,0,0,3,35,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.2,10,E,0,0,0,0,1,,0,0,1,http://fishbase.org/summary/Buenia-affinis.html,0,0,17.65099907,21.80599976,19.25640864,19.24100018,18.56210079,18.69499969,18.84059982,19.05540009,19.34660034,19.50600052,19.96780014,20.12490005,18.64299965,1.544068044,2,0,1
Buenia jeffreysii,236,osteichthyen,Perciformes,Gobiidae,Buenia,LC,5.5,6,Benthic,1,0,0,0,1,0,0,5,330,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.6,11.03,U,0,0,1,0,1,,0,0,1,http://fishbase.org/summary/Buenia-jeffreysii.html,0,0,7.880000114,16.34399986,11.93946793,11.56599998,10.37199974,10.68400002,10.85900021,11.15799999,12.17599964,12.66499996,13.11400032,13.88099957,10.78800011,2.51851394,2,0,1
Buglossidium luteum,237,osteichthyen,Pleuronectiformes,Soleidae,Buglossidium,LC,11.5,16,Benthic,0,1,1,0,1,0,0,10,40,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.3,24.35,U,0,0,0,0,1,,0,0,1,http://fishbase.org/summary/Buglossidium-luteum.html,0,0,5.577000141,29.67399979,14.81693701,13.18700027,9.923000336,10.31700039,10.7869997,11.62699986,16.47100067,18.95400047,19.69400024,21.12269936,10.33199978,1.602059991,2,0,0
Callanthias ruber,238,osteichthyen,Perciformes,Callanthiidae,Callanthias,LC,15,27,Demersal,0,1,1,1,0,1,0,50,500,no,Oviparous,Protogynous,no,Planktotrophic,NA,Carnivorous,3.8,34.86,U,1,0,0,0,6,,0,1,0,http://fishbase.org/summary/Callanthias-ruber.html,0,0,11.40100002,22.8560009,17.72332981,18.67499924,13.4861001,14.63619976,16.13830032,17.89979973,19.0340004,19.38199997,19.62000084,20.75200081,19.54800034,2.698970004,14,0,0
Callionymus fasciatus,239,osteichthyen,Perciformes,Callionymidae,Callionymus,LC,10,12,Benthic,0,1,0,0,1,0,0,20,60,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.3,23.58,U,0,0,1,0,1,,0,0,1,http://fishbase.org/summary/Callionymus-fasciatus.html,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77815125,2,0,1
Callionymus filamentosus,137,osteichthyen,Perciformes,Callionymidae,Callionymus,NA,7,11,Demersal,1,0,0,0,1,0,0,1,100,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,3.3,25.85,L,0,0,0,1,2,,0,1,0,http://fishbase.org/summary/Callionymus-filamentosus.html,0,0,21.6420002,32.85599899,28.08055942,28.38199997,26.13999939,26.87199974,27.4829998,27.98800087,28.72999954,29.06699944,29.29299927,29.55500031,29.32600021,2,1,0,1
Callionymus lyra,597,osteichthyen,Perciformes,Callionymidae,Callionymus,LC,20,30,Benthic,1,1,0,0,1,1,1,5,100,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.3,28.71,U,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Callionymus-lyra.html,0,0,1.656999946,25.49600029,13.26284855,11.18500042,7.360000134,9.123999596,9.977000237,10.44999981,12.97579994,17.7859993,19.36400032,20.43099976,10.33199978,2,2,0,1
Callionymus maculatus,598,osteichthyen,Perciformes,Callionymidae,Callionymus,LC,10,16,Benthic,1,1,0,0,1,0,0,45,650,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.3,23.58,U,0,0,1,0,1,,0,0,1,http://fishbase.org/summary/Callionymus-maculatus.html,0,0,5.702000141,23.02199936,14.34786526,12.8045001,9.96750021,10.33399963,10.75699997,11.43700027,15.07600021,18.53750038,19.37000084,20.14999962,10.31599998,2.812913357,2,0,1
Callionymus pusillus,240,osteichthyen,Perciformes,Callionymidae,Callionymus,LC,10,14,Benthic,1,0,0,0,1,0,0,1,5,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.3,21.25,U,0,0,1,0,1,,0,0,1,http://fishbase.org/summary/Callionymus-pusillus.html,0,0,11.52099991,23.02199936,18.59240097,19.18400002,15.29800034,16.80200005,18.46860008,18.8197998,19.44020042,19.68899918,20.07359962,20.69000053,19.48800087,0.698970004,2,0,1
Callionymus reticulatus,241,osteichthyen,Perciformes,Callionymidae,Callionymus,LC,9,11,Benthic,1,0,0,0,1,0,0,1,110,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3.3,24.63,U,0,0,1,0,1,,0,0,1,http://fishbase.org/summary/Callionymus-reticulatus.html,0,0,5.702000141,20.43099976,12.57788422,11.32600021,10.05700016,10.28199959,10.49199963,10.81700039,12.19920025,13.13899994,15.32960014,18.29360046,10.33199978,2.041392685,2,0,1
Callionymus risso,242,osteichthyen,Perciformes,Callionymidae,Callionymus,LC,5.5,8,Benthic,0,1,0,0,1,0,0,10,80,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,3,24.47,U,0,0,1,0,1,,0,0,1,http://fishbase.org/summary/Callionymus-risso.html,0,0,15.77700043,23.44799995,19.82931884,19.5909996,18.40790081,18.7859993,19.11000061,19.37000084,19.93700027,20.31800079,21.05120049,21.87800026,19.57999992,1.903089987,2,0,1
Campogramma glaycos,243,osteichthyen,Perciformes,Carangidae,Campogramma,LC,67.5,75,Pelagic,0,0,0,1,0,0,0,15,30,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4.5,44.66,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Campogramma-glaycos.html,0,0,14.59200001,23.08600044,19.49890286,19.59600067,18.14379921,18.56200027,18.77799988,19.08019981,20.02479973,20.22999954,20.51739998,21.08339996,20.13400078,1.477121255,3,1,0
Capros aper,244,osteichthyen,Perciformes,Caproidae,Capros,LC,11.5,16,Demersal,0,0,1,0,1,1,0,100,400,NA,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.1,50.6,U,0,0,0,0,2,,0,1,0,http://fishbase.org/summary/Capros-aper.html,0,0,3.717999935,29.56999969,14.56367196,13.02750015,8.06099987,9.866999626,10.39900017,11.10200024,17.71100044,19.15600014,19.97999954,21.45599937,10.31599998,2.602059991,1,0,0
Caranx crysos,245,osteichthyen,Perciformes,Carangidae,Caranx,LC,45,70,Pelagic,1,1,0,0,0,0,0,1,100,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,4.1,34.26,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Caranx-crysos.html,0,0,5.638999939,31.86700058,23.01394743,25.8560009,11.84239998,18.75900078,20.67900085,23.77799988,27.05900002,27.63299942,27.99699974,28.28300095,27.87999916,2,5,0,0
Caranx hippos,246,osteichthyen,Perciformes,Carangidae,Caranx,LC,60,100,Pelagic,1,1,1,0,0,0,0,1,350,Oceanodromous,Oviparous,no,no,Planktotrophic,Both,Carnivorous,3.6,41.43,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Caranx-hippos.html,0,0,5.638999939,31.94400024,25.10434956,27.2159996,18.68400002,23.88599968,25.76000023,26.68199921,27.68700027,28.00600052,28.25300026,28.70400047,28.20199966,2.544068044,7,0,0
Caranx rhonchus,247,osteichthyen,Perciformes,Carangidae,Caranx,LC,52.5,60,Pelagic,1,0,0,0,0,0,0,30,50,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.6,36.21,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Caranx-rhonchus.html,0,0,11.40100002,30.43700027,21.79100158,20.67900085,16.71450043,18.97699928,19.5,20.06599998,21.65800095,24.8239994,26.71299934,27.81500053,19.57999992,1.698970004,7,0,0
Carapus acus,603,osteichthyen,Ophidiiformes,Carapidae,Carapus,LC,17.5,20,Benthic,0,1,0,0,1,1,1,20,50,no,Oviparous,no,no,Leicitotrophic,Solitary,Carnivorous,4,10.53,U,0,0,0,0,1,,0,0,1,http://fishbase.org/summary/Carapus-acus.html,0,0,15.98900032,30.43700027,22.29583639,20.59600067,18.62859993,19.11819992,19.46800041,19.81100082,21.42900085,26.16900063,27.40200043,27.89699936,19.59000015,1.698970004,2,0,0
Carcharhinus altimus,4,chondrichtyen,Carcharhiniformes,Carcharhinidae,Carcharhinus,NT,275,300,Pelagic,0,1,0,1,0,0,0,90,300,Oceanodromous,Viviparous,no,no,no,Solitary,Carnivorous,4.5,76.49,A,1,1,0,1,9,,1,1,0,http://fishbase.org/summary/Carcharhinus-altimus.html,0,0,9.954000473,32.47200012,26.87599271,27.81699944,23.70199966,25.68499947,26.70800018,27.26399994,28.1060009,28.41399956,28.8579998,29.29000092,27.86199951,2.477121255,12,1,0
Carcharhinus brachyurus,5,chondrichtyen,Carcharhiniformes,Carcharhinidae,Carcharhinus,VU,250,325,Pelagic,0,0,0,1,0,0,0,1,360,Oceanodromous,Viviparous,no,no,no,Solitary,Carnivorous,4.5,86.7,A,1,1,0,1,9,,1,1,0,http://fishbase.org/summary/Carcharhinus-brachyurus.html,0,0,9.437000275,31.86700058,25.04082381,26.89999962,17.6609993,19.95899963,23.82600021,25.66799927,27.7689991,28.25200081,28.72599983,29.35899925,28.22599983,2.556302501,12,1,0
Carcharhinus brevipinna,508,chondrichtyen,Carcharhiniformes,Carcharhinidae,Carcharhinus,VU,200,325,Pelagic,0,0,0,1,0,0,0,1,75,Oceanodromous,Viviparous,no,no,no,Gregarious,Carnivorous,4.2,62.25,U,1,1,0,0,22,,1,1,0,http://fishbase.org/summary/Carcharhinus-brevipinna.html,0,0,11.08899975,32.16899872,26.63448363,27.78499985,22.22800064,25.16399956,26.46579971,27.18300056,28.09300041,28.3920002,28.88500023,29.27700043,27.87999916,1.875061263,25,1,0
Carcharhinus falciformis,6,chondrichtyen,Carcharhiniformes,Carcharhinidae,Carcharhinus,VU,300,350,Pelagic,0,0,0,1,0,0,0,1,50,Oceanodromous,Viviparous,no,no,no,Solitary,Carnivorous,4.5,79.03,A,1,1,0,1,9,,1,1,0,http://fishbase.org/summary/Carcharhinus-falciformis.html,0,0,7.532999992,32.85599899,25.89349056,26.84799957,21.19889946,23.61499977,24.94199944,26.05900002,27.44300079,27.88800049,28.38800049,29.13500023,27.87999916,1.698970004,12,1,0
Carcharhinus limbatus,248,chondrichtyen,Carcharhiniformes,Carcharhinidae,Carcharhinus,VU,320,340,Pelagic,0,0,0,1,0,0,0,1,50,Amphidromous,Viviparous,no,no,no,Gregarious,Carnivorous,4.4,55.45,U,1,1,0,0,0,,1,1,0,http://fishbase.org/summary/Carcharhinus-limbatus.html,0,0,7.532999992,32.85599899,26.86721983,28.01399994,23.13100052,25.75300026,26.85300064,27.55599976,28.35400009,28.77799988,29.13800049,29.47299957,29.32600021,1.698970004,0,1,0
Carcharhinus melanopterus,249,chondrichtyen,Carcharhiniformes,Carcharhinidae,Carcharhinus,VU,165,200,Pelagic,1,0,0,0,1,1,0,1,30,Amphidromous,Viviparous,no,no,no,Both,Carnivorous,3.9,67.08,U,1,1,0,0,0,,1,1,0,http://fishbase.org/summary/Carcharhinus-melanopterus.html,0,0,15.86400032,32.85599899,27.6924223,28.36700058,25.07099915,26.59300041,27.46899986,28.02099991,28.74300003,29.08399963,29.34199905,29.61499977,29.29599953,1.477121255,0,0,0
Carcharhinus obscurus,250,chondrichtyen,Carcharhiniformes,Carcharhinidae,Carcharhinus,EN,350,420,Pelagic,1,1,1,1,0,0,0,1,400,Oceanodromous,Viviparous,no,no,no,Solitary,Carnivorous,4.3,87.58,U,1,1,0,0,9,,1,1,0,http://fishbase.org/summary/Carcharhinus-obscurus.html,0,0,7.532999992,32.77999878,25.37765185,27.33799934,18.17200089,21.62000084,24.91900063,26.57999992,27.90600014,28.23500061,28.65999985,29.23900032,28.23600006,2.602059991,12,1,0
Carcharhinus plumbeus,251,chondrichtyen,Carcharhiniformes,Carcharhinidae,Carcharhinus,EN,250,300,Demersal,0,1,0,0,1,0,0,1,100,Oceanodromous,Viviparous,no,no,no,Gregarious,Carnivorous,4.5,87.51,U,1,1,0,0,0,,1,1,0,http://fishbase.org/summary/Carcharhinus-plumbeus.html,0,0,2.832000017,32.0379982,24.14421781,26.69599915,15.47079983,20.48699951,23.96699905,25.69499969,27.39699936,27.97999954,28.35300064,28.99600029,28.22599983,2,0,1,0
Carcharias taurus,502,chondrichtyen,Lamniformes,Odontaspididae,Carcharias,CR,300,320,Demersal,1,0,0,0,1,0,0,1,70,Oceanodromous,Ovoviviparous,no,no,no,Both,Carnivorous,4.5,58.1,U,1,1,0,0,0,,1,1,0,http://fishbase.org/summary/Carcharias-taurus.html,0,0,5.795000076,32.81999969,24.4565329,26.81699944,17.09000015,19.5890007,22.42560005,25.52400017,27.54500008,28.09799957,28.55800056,29.30400085,27.86199951,1.84509804,0,1,0
Carcharodon carcharias,504,chondrichtyen,Lamniformes,Lamnidae,Carcharodon,VU,640,720,Pelagic,0,0,0,1,0,0,0,1,100,Oceanodromous,Ovoviviparous,no,no,no,Both,Carnivorous,4.5,85.78,U,1,1,0,0,0,,1,1,0,http://fishbase.org/summary/Carcharodon-carcharias.html,0,0,2.398000002,32.15100098,21.46238348,22.65600014,12.77000046,16.10700035,18.79000092,20.87999916,24.19499969,25.63800049,27.02300072,28.01199913,27.84000015,2,0,1,0
Carlarius parkii,2,osteichthyen,Siluriformes,Ariidae,Carlarius,LC,67.5,75,Demersal,1,0,0,0,1,0,0,50,80,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,4.1,51.21,A,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Arius-parkii.html,0,0,18.95199966,30.95299911,27.11237657,27.85300064,23.48430004,26.9489994,27.3052002,27.74500084,27.89800072,28.01000023,28.1420002,28.27899933,27.86199951,1.903089987,1,1,0
Cataetyx alleni,600,osteichthyen,Ophidiiformes,Bythitidae,Cataetyx,LC,4,12,Demersal,0,1,0,0,1,0,0,480,1000,no,Viviparous,no,no,no,NA,Carnivorous,3.4,14.44,U,0,0,0,0,2,,0,1,0,http://fishbase.org/summary/Cataetyx-alleni.html,0,0,11.92800045,20.00900078,15.63439586,13.6239996,12.36900043,12.65299988,12.86600018,13.14660015,18.03959999,19.09799957,19.28800011,19.45299911,19.39500046,3,1,0,1
Cataetyx laticeps,601,osteichthyen,Ophidiiformes,Bythitidae,Cataetyx,LC,60,65,Demersal,0,1,1,0,1,0,0,500,2400,no,Viviparous,no,no,no,NA,Carnivorous,3.8,55.85,U,1,0,0,0,2,,0,1,0,http://fishbase.org/summary/Cataetyx-laticeps.html,0,0,4.183000088,30.59499931,20.01766921,20.27099991,11.17599964,14.36940022,18.03800011,19.41500092,21.49600029,23.05490036,26.31200027,27.74900055,28.19599915,3.380211242,1,0,1
Centracanthus cirrus,252,osteichthyen,Perciformes,Centracanthidae,Centracanthus,LC,15,22,Pelagic,0,0,1,1,0,1,0,10,200,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.3,38.12,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Centracanthus-cirrus.html,0,0,15.98900032,23.02199936,19.76230237,19.65999985,18.48900032,18.93600082,19.27000046,19.48359947,19.94499969,20.29000092,20.73619995,21.375,19.57999992,2.301029996,27,0,0
Centrolabrus exoletus,7,osteichthyen,Perciformes,Labridae,Centrolabrus,LC,12,17,Demersal,1,0,0,0,0,1,0,2,15,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.5,20,A,0,0,0,1,2,,0,1,0,http://fishbase.org/summary/Centrolabrus-exoletus.html,0,0,5.702000141,16.41300011,11.33994744,10.97700024,9.913999557,10.20499992,10.4119997,10.70300007,11.34000015,11.80099964,12.63280029,13.10589991,10.44299984,1.176091259,1,0,0
Centrolabrus melanocercus,123,osteichthyen,Perciformes,Labridae,Centrolabrus,NA,10,14,Demersal,1,0,0,0,0,1,1,3,15,no,Oviparous,Protogynous,no,Planktotrophic,Gregarious,Carnivorous,3.2,23.67,E,0,0,0,0,6,non commercial,0,1,0,http://fishbase.org/summary/Symphodus-melanocercus.html,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.176091259,8,0,0
Centrolophus niger,605,osteichthyen,Perciformes,Centrolophidae,Centrolophus,LC,120,150,Pelagic,0,0,0,1,0,0,0,5,800,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.9,84.78,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Centrolophus-niger.html,0,0,1.924000025,31.13599968,17.430396,17.89599991,8.50399971,10.71399975,12.93700027,15.79199982,19.17700005,20.99799919,24.2859993,27.07799911,18.47999954,2.903089987,3,0,0
Centrophorus granulosus,511,chondrichtyen,Squaliformes,Centrophoridae,Centrophorus,EN,100,150,Demersal,0,1,1,0,1,0,0,60,1200,no,Ovoviviparous,no,no,no,Solitary,Carnivorous,4.1,70,U,1,1,0,0,2,,1,1,0,http://fishbase.org/summary/Centrophorus-granulosus.html,0,0,5.190999985,32.47200012,23.93266799,26.34399986,16.86199951,19.02199936,20.69300079,23.75,27.35899925,27.94099998,28.29999924,29.00099945,28.19599915,3.079181246,1,1,0
Centrophorus uyato,512,chondrichtyen,Squaliformes,Centrophoridae,Centrophorus,EN,90,100,Demersal,0,1,1,0,0,0,0,50,1400,no,Ovoviviparous,no,no,no,Solitary,Carnivorous,4.5,71.04,U,1,1,0,0,2,,1,1,0,http://fishbase.org/summary/Squalus-uyato.html,0,0,12.72900009,30.43700027,23.96795115,25.87199974,17.56999969,19.30900002,21.66799927,24.4659996,26.60099983,27.15299988,27.625,27.95899963,27.86199951,3.146128036,1,1,0
Centroscymnus coelolepis,513,chondrichtyen,Squaliformes,Squalidae,Centroscymnus,NT,92,120,Demersal,0,0,1,1,1,0,0,150,3700,no,Ovoviviparous,no,no,no,Solitary,Carnivorous,4.5,75.39,U,1,1,0,0,2,,1,1,0,http://fishbase.org/summary/Centroscymnus-coelolepis.html,0,0,-0.799000025,31.44400024,18.20535766,19.22200012,7.790999889,10.74699974,14.32800007,17.3390007,20.89299965,22.70299911,25.4090004,27.42399979,27.84799957,3.568201724,1,1,0
Cephalopholis taeniops,622,osteichthyen,Perciformes,Serranidae,Cephalopholis,LC,40,70,Demersal,1,0,0,0,1,1,0,20,300,no,Oviparous,Protogynous,no,Planktotrophic,NA,Carnivorous,4.4,58.62,A,1,0,0,1,6,,0,1,0,http://fishbase.org/summary/Cephalopholis-taeniops.html,0,0,19.01399994,30.43700027,26.59721631,27.21949959,24.00409966,24.70199966,26.09229946,26.74799919,27.48399925,27.73500061,27.93199921,28.09399986,27.98600006,2.477121255,8,0,0
Cepola macrophthalma,586,osteichthyen,Perciformes,Cepolidae,Cepola,LC,45,70,Benthic,0,1,1,0,1,0,0,40,100,NA,Oviparous,no,no,NA,Both,Carnivorous,3.1,49.94,U,1,0,0,0,1,,0,0,1,http://fishbase.org/summary/Cepola-macrophthalma.html,0,0,4.653999805,30.43700027,17.69501972,19.02700043,9.463999748,11.57499981,13.04899979,16.91920052,19.68899918,20.61400032,22.05140038,27.06800079,19.54800034,2,2,0,0
Ceratoscopelus maderensis,540,osteichthyen,Myctophiformes,Myctophidae,Ceratoscopelus,LC,5,8,Pelagic,0,0,0,1,0,0,0,50,1080,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,3.1,10,U,0,0,0,0,3,,0,1,0,http://fishbase.org/summary/Ceratoscopelus-maderensis.html,0,0,-0.021,30.43700027,17.7685731,19.26399994,6.638000011,10.31700039,12.3579998,16.58799934,20.40999985,22.31999969,26.11300087,27.63800049,28.00200081,3.033423755,3,0,0
Cetorhinus maximus,505,chondrichtyen,Lamniformes,Cetorhinidae,Cetorhinus,EN,280,320,Demersal,1,0,0,0,1,1,0,1,70,Oceanodromous,Ovoviviparous,no,no,no,Gregarious,Carnivorous,3.2,86.06,U,1,1,0,0,0,,1,1,0,http://fishbase.org/summary/Cetorhinus-maximus.html,0,0,-0.398000002,30.36499977,15.6125481,16.28199959,6.073999882,9.498000145,11.4460001,14.0909996,18.32099915,20.00399971,21.80200005,23.69099998,21.77199936,1.84509804,0,0,0
Chaetodon hoefleri,253,osteichthyen,Perciformes,Chaetodontidae,Chaetodon,LC,17.5,27,Demersal,1,0,0,0,0,1,0,10,100,NA,Oviparous,no,no,Planktotrophic,Both,Carnivorous,3.5,21.88,U,1,0,0,0,2,,0,1,0,http://fishbase.org/summary/Chaetodon-hoefleri.html,0,0,17.91600037,30.43700027,26.3626676,27.3939991,21.57960014,26.00200081,26.30579987,27.11000061,27.60899925,27.84499931,27.96999931,28.10899925,27.98600006,2,1,0,0
Chauliodus sloani,529,osteichthyen,Stomiiformes,Chauliodontidae,Chauliodus,LC,22,35,Pelagic,0,0,0,1,0,0,0,200,4700,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,4.2,43.92,U,1,0,0,0,3,,0,1,0,http://fishbase.org/summary/Chauliodus-sloani.html,0,0,-1.13499999,32.81999969,21.18018054,23.31100082,10.27200031,14.79699993,18.51099968,21.0510006,25.10000038,26.54000092,27.5720005,28.43600082,27.87999916,3.672097858,3,0,0
Chaunax pictus,8,osteichthyen,Lophiiformes,Chaunacidae,Chaunax,LC,29,40,Demersal,0,1,1,0,1,0,0,200,978,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,4.3,32.11,A,1,0,0,1,2,,0,1,0,http://fishbase.org/summary/Chaunax-pictus.html,0,0,2.398000002,31.44400024,22.01629033,24.61300087,12.02870016,16.77199936,18.87700081,21.25,26.22999954,27.14800072,27.8855999,28.26099968,28.00200081,2.990338855,1,0,0
